Wavelength (nm)	Light Power (W)	
957.000000	7.695639E-5
958.000000	7.550247E-5
959.000000	7.454283E-5
960.000000	7.263307E-5
961.000000	7.200130E-5
962.000000	7.175757E-5
963.000000	7.117139E-5
964.000000	7.173652E-5
965.000000	7.076997E-5
966.000000	6.979546E-5
967.000000	6.971839E-5
968.000000	6.891606E-5
969.000000	6.884470E-5
970.000000	6.849578E-5
971.000000	6.716562E-5
972.000000	6.630596E-5
973.000000	6.495676E-5
974.000000	6.336768E-5
975.000000	6.265662E-5
976.000000	6.185079E-5
977.000000	6.165474E-5
978.000000	6.183791E-5
979.000000	6.152349E-5
980.000000	6.127012E-5
981.000000	6.071857E-5
982.000000	6.031167E-5
983.000000	6.046527E-5
984.000000	6.015021E-5
985.000000	5.949643E-5
986.000000	5.870155E-5
987.000000	5.735129E-5
988.000000	5.640111E-5
989.000000	5.573716E-5
990.000000	5.494553E-5
991.000000	5.503928E-5
992.000000	5.538185E-5
993.000000	5.573175E-5
994.000000	5.634149E-5
995.000000	5.654906E-5
996.000000	5.653308E-5
997.000000	5.667613E-5
998.000000	5.647534E-5
999.000000	5.658279E-5
1000.000000	5.625209E-5
1001.000000	5.570003E-5
1002.000000	5.551945E-5
1003.000000	5.488651E-5
1004.000000	5.417409E-5
1005.000000	5.406992E-5
1006.000000	5.424914E-5
1007.000000	5.485354E-5
1008.000000	5.532781E-5
1009.000000	5.529811E-5
1010.000000	5.536825E-5
1011.000000	5.532199E-5
1012.000000	5.529073E-5
1013.000000	5.593367E-5
1014.000000	5.634898E-5
1015.000000	5.623158E-5
1016.000000	5.640527E-5
1017.000000	5.697428E-5
1018.000000	5.844754E-5
1019.000000	6.013955E-5
1020.000000	6.273191E-5
1021.000000	6.425474E-5
1022.000000	6.463564E-5
1023.000000	6.532181E-5
1024.000000	6.692141E-5
1025.000000	6.920861E-5
1026.000000	7.201643E-5
1027.000000	7.539492E-5
1028.000000	7.952618E-5
1029.000000	8.341265E-5
1030.000000	8.670968E-5
1031.000000	8.881176E-5
1032.000000	8.999605E-5
1033.000000	8.939908E-5
1034.000000	8.641247E-5
1035.000000	8.217199E-5
1036.000000	7.651424E-5
1037.000000	7.195170E-5
1038.000000	6.895811E-5
1039.000000	6.653660E-5
1040.000000	6.522305E-5
1041.000000	6.456723E-5
1042.000000	6.406697E-5
1043.000000	6.355641E-5
1044.000000	6.351062E-5
1045.000000	6.398275E-5
1046.000000	6.494037E-5
1047.000000	6.677934E-5
1048.000000	6.901514E-5
1049.000000	7.113442E-5
1050.000000	7.312188E-5
1051.000000	7.442996E-5
1052.000000	7.640387E-5
1053.000000	7.967549E-5
1054.000000	8.234540E-5
1055.000000	8.561881E-5
1056.000000	9.083117E-5
1057.000000	9.570158E-5
1058.000000	0.000101
1059.000000	0.000111
1060.000000	0.000125
1061.000000	0.000147
1062.000000	0.000183
1063.000000	0.000304
1064.000000	0.000526
1065.000000	0.000618
1066.000000	0.000419
1067.000000	0.000252
1068.000000	0.000185
1069.000000	0.000141
1070.000000	0.000116
1071.000000	9.984661E-5
1072.000000	9.015398E-5
1073.000000	8.149284E-5
1074.000000	7.685130E-5
1075.000000	7.315262E-5
1076.000000	7.042339E-5
1077.000000	6.888221E-5
1078.000000	6.731864E-5
1079.000000	6.582237E-5
1080.000000	6.430769E-5
1081.000000	6.211439E-5
1082.000000	6.034816E-5
1083.000000	5.928796E-5
1084.000000	5.805312E-5
1085.000000	5.748582E-5
1086.000000	5.721367E-5
1087.000000	5.631011E-5
1088.000000	5.561777E-5
1089.000000	5.543659E-5
1090.000000	5.490470E-5
1091.000000	5.433158E-5
1092.000000	5.362099E-5
1093.000000	5.302262E-5
1094.000000	5.253129E-5
1095.000000	5.162619E-5
1096.000000	5.100621E-5
1097.000000	5.126534E-5
1098.000000	5.113656E-5
1099.000000	5.225043E-5
1100.000000	5.355496E-5
