# Wavelength [nm], EQE [%]
9.499660000000000082e+02 3.413314999999999883e-07 9.499660000000000082e+02 5.543390000000000128e+01
9.600259999999999536e+02 2.150779999999999887e-07 9.600259999999999536e+02 5.500144999999999840e+01
9.700000000000000000e+02 2.116729999999999923e-07 9.700000000000000000e+02 5.389000999999999664e+01
9.799660000000000082e+02 5.271615000000000052e-07 9.799660000000000082e+02 5.252497999999999934e+01
9.899969999999999573e+02 5.087970000000000263e-07 9.899969999999999573e+02 5.113109000000000037e+01
1.000017000000000053e+03 3.737239999999999920e-07 1.000017000000000053e+03 4.955039000000000016e+01
1.010027000000000044e+03 1.727030000000000080e-07 1.010027000000000044e+03 4.752861000000000047e+01
1.020027000000000044e+03 1.442389999999999987e-07 1.020027000000000044e+03 4.491676999999999964e+01
1.030016000000000076e+03 8.822874999999999520e-08 1.030016000000000076e+03 4.207305000000000206e+01
1.039996000000000095e+03 7.190144999999999431e-08 1.039996000000000095e+03 3.816937000000000069e+01
1.049964999999999918e+03 6.709934999999999660e-08 1.049964999999999918e+03 3.419568999999999903e+01
1.059997000000000071e+03 5.032074999999999748e-08 1.059997000000000071e+03 2.908616999999999919e+01
1.070017000000000053e+03 3.141419999999999684e-08 1.070017000000000053e+03 2.451400999999999897e+01
1.080027000000000044e+03 3.264015000000000128e-08 1.080027000000000044e+03 1.981019999999999825e+01
1.090026000000000067e+03 2.689935000000000059e-08 1.090026000000000067e+03 1.549335999999999913e+01
1.100013999999999896e+03 1.391534999999999993e-08 1.100013999999999896e+03 1.170688999999999957e+01
