Wavelength [nm]	I [A]	Wavelength [nm]	EQE [%]
7.600110E+2	1.007290E-7	7.600110E+2	6.171659E+1
7.700050E+2	1.068990E-7	7.700050E+2	6.204606E+1
7.799930E+2	7.580135E-8	7.799930E+2	6.237942E+1
7.899730E+2	8.143300E-8	7.899730E+2	6.247512E+1
8.000200E+2	8.413960E-8	8.000200E+2	6.199435E+1
8.099850E+2	8.201505E-8	8.099850E+2	6.144527E+1
8.200170E+2	2.756440E-7	8.200170E+2	6.058446E+1
8.299660E+2	4.477640E-7	8.299660E+2	6.027207E+1
8.399820E+2	1.800080E-7	8.399820E+2	6.002933E+1
8.499900E+2	7.744575E-8	8.499900E+2	5.951711E+1
8.599890E+2	7.430250E-8	8.599890E+2	5.946258E+1
8.699800E+2	1.165905E-7	8.699800E+2	5.906956E+1
8.800370E+2	5.421500E-7	8.800370E+2	5.834840E+1
8.900120E+2	5.016375E-7	8.900120E+2	5.810798E+1
8.999770E+2	4.396730E-7	8.999770E+2	5.747119E+1
9.100080E+2	4.274205E-7	9.100080E+2	5.709567E+1
9.200290E+2	5.243090E-7	9.200290E+2	5.642003E+1
9.299690E+2	2.018065E-7	9.299690E+2	5.618983E+1
9.399710E+2	2.902540E-7	9.399710E+2	5.552728E+1
9.499660E+2	3.413315E-7	9.499660E+2	5.468280E+1
9.600260E+2	2.150780E-7	9.600260E+2	5.416400E+1
9.700000E+2	2.116730E-7	9.700000E+2	5.343113E+1
9.799660E+2	5.271615E-7	9.799660E+2	5.258293E+1
9.899970E+2	5.087970E-7	9.899970E+2	5.197199E+1
1.000017E+3	3.737240E-7	1.000017E+3	5.066948E+1
1.010027E+3	1.727030E-7	1.010027E+3	5.061359E+1
1.020027E+3	1.442390E-7	1.020027E+3	4.898451E+1
1.030016E+3	8.822875E-8	1.030016E+3	4.749129E+1
1.039996E+3	7.190145E-8	1.039996E+3	4.383283E+1
1.049965E+3	6.709935E-8	1.049965E+3	3.840922E+1
1.059997E+3	5.032075E-8	1.059997E+3	3.073981E+1
1.070017E+3	3.141420E-8	1.070017E+3	2.305116E+1
1.080027E+3	3.264015E-8	1.080027E+3	1.621326E+1
1.090026E+3	2.689935E-8	1.090026E+3	1.129617E+1
1.100014E+3	1.391535E-8	1.100014E+3	7.568976E+0
