Wavelength [nm]	I [A]	Wavelength [nm]	EQE [%]
8.399820E+2	1.800080E-7	8.399820E+2	5.050392E+1
8.499900E+2	7.744575E-8	8.499900E+2	5.013118E+1
8.599890E+2	7.430250E-8	8.599890E+2	5.047831E+1
8.699800E+2	1.165905E-7	8.699800E+2	5.036409E+1
8.800370E+2	5.421500E-7	8.800370E+2	5.028302E+1
8.900120E+2	5.016375E-7	8.900120E+2	4.952222E+1
8.999770E+2	4.396730E-7	8.999770E+2	4.920333E+1
9.100080E+2	4.274205E-7	9.100080E+2	4.900057E+1
9.200290E+2	5.243090E-7	9.200290E+2	4.833731E+1
9.299690E+2	2.018065E-7	9.299690E+2	4.797698E+1
9.399710E+2	2.902540E-7	9.399710E+2	4.798909E+1
9.499660E+2	3.413315E-7	9.499660E+2	4.710313E+1
9.600260E+2	2.150780E-7	9.600260E+2	4.652381E+1
9.700000E+2	2.116730E-7	9.700000E+2	4.671451E+1
9.799660E+2	5.271615E-7	9.799660E+2	4.613062E+1
9.899970E+2	5.087970E-7	9.899970E+2	4.585446E+1
1.000017E+3	3.737240E-7	1.000017E+3	4.432317E+1
1.010027E+3	1.727030E-7	1.010027E+3	4.511066E+1
1.020027E+3	1.442390E-7	1.020027E+3	4.395364E+1
1.030016E+3	8.822875E-8	1.030016E+3	4.361574E+1
1.039996E+3	7.190145E-8	1.039996E+3	4.135279E+1
1.049965E+3	6.709935E-8	1.049965E+3	3.781584E+1
1.059997E+3	5.032075E-8	1.059997E+3	3.114998E+1
1.070017E+3	3.141420E-8	1.070017E+3	2.439212E+1
1.080027E+3	3.264015E-8	1.080027E+3	1.768152E+1
1.090026E+3	2.689935E-8	1.090026E+3	1.251822E+1
1.100014E+3	1.391535E-8	1.100014E+3	8.520520E+0
